Category,Name,Url,Description
☁️ Hosting & Deployment,academic-deep-research,https://clawskills.sh/skills/kesslerio-academic-deep-research,"Transparent, rigorous research with full."
☁️ Hosting & Deployment,academic-writer,https://clawskills.sh/skills/dayunyan-academic-writer,Professional LaTeX writing assistant.
☁️ Hosting & Deployment,academic-writing,https://clawskills.sh/skills/teamolab-academic-writing,"You are an academic writing expert specializing in scholarly papers, literature reviews, research methodology."
☁️ Hosting & Deployment,academic-writing-refiner,https://clawskills.sh/skills/zihan-zhu-academic-writing-refiner,"Refine academic writing for computer science research papers targeting top-tier venues (NeurIPS, ICLR, ICML, AAAI."
☁️ Hosting & Deployment,aclawdemy,https://clawskills.sh/skills/nimhar-aclawdemy,The academic research platform for AI agents.
☁️ Hosting & Deployment,action-suggester,https://clawskills.sh/skills/vishalgojha-action-suggester,Generate non-binding follow-up action suggestions from lead summaries or lead lists.
☁️ Hosting & Deployment,ads-manager-agent,https://clawskills.sh/skills/amekala-ads-manager-agent,"When the user wants to manage, automate, or analyze paid advertising campaigns on Google Ads, Meta."
☁️ Hosting & Deployment,adspirer-ads-agent,https://clawskills.sh/skills/amekala-adspirer-ads-agent,"When the user wants to manage, automate, or analyze paid advertising campaigns on Google Ads, Meta."
☁️ Hosting & Deployment,advanced-skill-creator,https://clawskills.sh/skills/xqicxx-advanced-skill-creator,Advanced OpenClaw skill creation handler.
☁️ Hosting & Deployment,aerobase-skill,https://clawskills.sh/skills/kurosh87-aerobase-skill,"Search, score, and compare flights with jetlag impact analysis."
☁️ Hosting & Deployment,agent-brain,https://clawskills.sh/skills/dobrinalexandru-agent-brain,"Local-first persistent memory for AI agents with SQLite storage, orchestrated retrieve/extract loops, hybrid."
☁️ Hosting & Deployment,agent-casino,https://clawskills.sh/skills/lemodigital-agent-casino,Compete against other AI agents in Rock-Paper-Scissors with lockup mechanics.
☁️ Hosting & Deployment,agent-deep-research,https://clawskills.sh/skills/24601-agent-deep-research,Autonomous deep research powered by Google Gemini.
☁️ Hosting & Deployment,agent-lightning,https://clawskills.sh/skills/olmmlo-cmd-agent-lightning,Microsoft Research's agent training framework.
☁️ Hosting & Deployment,agentarxiv,https://clawskills.sh/skills/amanbhandula-agentarxiv,Outcome-driven scientific publishing for AI agents.
☁️ Hosting & Deployment,agenthire,https://clawskills.sh/skills/lngdao-agenthire,AgentHire — Agent-to-Agent Marketplace.
☁️ Hosting & Deployment,agentic-paper-digest,https://clawskills.sh/skills/matanle51-agentic-paper-digest,Fetches and summarizes recent arXiv and Hugging.
☁️ Hosting & Deployment,agentic-paper-digest-skill,https://clawskills.sh/skills/matanle51-agentic-paper-digest-skill,Fetches and summarizes recent arXiv.
☁️ Hosting & Deployment,agenticmail,https://clawskills.sh/skills/ope-olatunji-agenticmail,"🎀 AgenticMail — Full email, SMS, storage & multi-agent coordination for AI agents. 63 tools."
☁️ Hosting & Deployment,agentx-news,https://clawskills.sh/skills/amittell-agentx-news,"Post xeets, manage profile, and interact on AgentX News — a microblogging platform for AI agents."
☁️ Hosting & Deployment,agile-toolkit,https://clawskills.sh/skills/olivermonneke-agile-toolkit,"You are an experienced Agile Coach with deep knowledge of Scrum, Kanban, SAFe, and Management 3.0."
☁️ Hosting & Deployment,agnxi-search-skill,https://clawskills.sh/skills/doanbactam-agnxi-search-skill,The official search utility for Agnxi.com.
☁️ Hosting & Deployment,ahmed,https://clawskills.sh/skills/engahmedsalah358-lgtm-ahmed,Terminal Spotify playback/search via spogo (preferred)
☁️ Hosting & Deployment,ai-lead-generator-skill,https://clawskills.sh/skills/highlander89-ai-lead-generator-skill,Generate qualified B2B leads for any industry using AI-powered research and LinkedIn/Apollo integration.
☁️ Hosting & Deployment,ai-review,https://clawskills.sh/skills/blackshady1130-jpg-ai-review,"Reads content from URLs or files, classifies it, and generates structured summaries and comments in a specific."
☁️ Hosting & Deployment,aihotel,https://clawskills.sh/skills/qiao101660-aihotel,A Skill for searching hotels and querying prices via AIGoHotel MCP (searchHotels / getHotelDetail / getHotelSearchTags)
☁️ Hosting & Deployment,airbnb,https://clawskills.sh/skills/stveenli-airbnb,"Search Airbnb listings with prices, ratings, and direct links."
☁️ Hosting & Deployment,openclaw-free-web-search,https://clawskills.sh/skills/wd041216-bit-openclaw-free-web-search,"Free, private web search for OpenClaw with self-hosted SearXNG + Scrapling anti-bot + multi-source cross-validation. Zero API keys, zero cost. Tells you how much to trust the answer."
☁️ Hosting & Deployment,xquik-x-twitter-scraper,https://clawskills.sh/skills/kriptoburak-xquik-x-twitter-scraper,X API scraper with 40+ tools for AI agents.
☁️ Hosting & Deployment,adhd-assistant,https://clawskills.sh/skills/thinktankmachine-adhd-assistant,ADHD-friendly life management assistant for OpenClaw.
☁️ Hosting & Deployment,adhd-ssistant,https://clawskills.sh/skills/thinktankmachine-adhd-ssistant,ADHD-friendly life management assistant for OpenClaw.
☁️ Hosting & Deployment,agent-browser,https://clawskills.sh/skills/matrixy-agent-browser-clawdbot,Headless browser automation CLI optimized for AI agents.
☁️ Hosting & Deployment,agent-builder,https://clawskills.sh/skills/plgonzalezrx8-agent-builder,Build high-performing OpenClaw agents end-to-end.
☁️ Hosting & Deployment,agents-manager,https://clawskills.sh/skills/agentandbot-design-agents-manager,"Manage Clawdbot agents: discover, profile, track."
☁️ Hosting & Deployment,assimilate-mcp,https://clawskills.sh/skills/ergopooka-assimilate-mcp,"Control Assimilate Live FX / SCRATCH — professional color grading, compositing, and virtual production software."
☁️ Hosting & Deployment,birthday-reminder,https://clawskills.sh/skills/manantra-birthday-reminder,Manage birthdays with natural language.
☁️ Hosting & Deployment,bluebubbles,https://clawskills.sh/skills/kevin19830331-bluebubbles,Build or update the BlueBubbles external channel plugin.
☁️ Hosting & Deployment,captchas-openclaw,https://clawskills.sh/skills/captchasco-captchas-openclaw,OpenClaw integration guidance for CAPTCHAS Agent API.
☁️ Hosting & Deployment,claude-code-skill,https://clawskills.sh/skills/enderfga-claude-code-skill,MCP (Model Context Protocol) integration.
☁️ Hosting & Deployment,claude-code-usage,https://clawskills.sh/skills/azaidi94-claude-code-usage,Check Claude Code OAuth usage limits.
☁️ Hosting & Deployment,claude-connect,https://clawskills.sh/skills/tunaissacoding-claude-connect,Connect Claude to Clawdbot instantly and keep.
☁️ Hosting & Deployment,clauditor,https://clawskills.sh/skills/apollostreetcompany-clauditor,Tamper-resistant audit watchdog for Clawdbot agents.
☁️ Hosting & Deployment,claw-face,https://clawskills.sh/skills/mkoslacz-claw-face,"Floating avatar widget for AI agents showing emotions, actions."
☁️ Hosting & Deployment,clawd-coach,https://clawskills.sh/skills/shiv19-clawd-coach,"Create personalized triathlon, marathon, and ultra-endurance training."
☁️ Hosting & Deployment,clawd-modifier,https://clawskills.sh/skills/masonc15-clawd-modifier,"Modify Clawd, the Claude Code mascot."
☁️ Hosting & Deployment,clawd-presence,https://clawskills.sh/skills/voidcooks-clawd-presence,Physical presence display for AI agents.
☁️ Hosting & Deployment,clawdbot-security-check,https://clawskills.sh/skills/thesethrose-clawdbot-security-check,Perform a comprehensive read-only.
☁️ Hosting & Deployment,clawdbot-skill-update,https://clawskills.sh/skills/pasogott-clawdbot-skill-update,"Comprehensive backup, update, and restore."
☁️ Hosting & Deployment,clawdbot-sync,https://clawskills.sh/skills/udiedrichsen-clawdbot-sync,"Synchronize memory, preferences, and skills between multiple."
☁️ Hosting & Deployment,clawdbot-update-plus,https://clawskills.sh/skills/hopyky-clawdbot-update-plus,"Full backup, update, and restore for Clawdbot."
☁️ Hosting & Deployment,clawddocs,https://clawskills.sh/skills/nicholasspisak-clawddocs,Clawdbot documentation expert with decision tree navigation.
☁️ Hosting & Deployment,clawdefender,https://clawskills.sh/skills/nukewire-clawdefender,Security scanner and input sanitizer for AI agents.
☁️ Hosting & Deployment,clawdirect,https://clawskills.sh/skills/napoleond-clawdirect,"Interact with ClawDirect, a directory of social web experiences."
☁️ Hosting & Deployment,clawdirect-dev,https://clawskills.sh/skills/napoleond-clawdirect-dev,Build agent-facing web experiences with ATXP-based.
☁️ Hosting & Deployment,honcho-setup,https://clawskills.sh/skills/ajspig-honcho-setup,Persistent cross-session memory via Honcho.
☁️ Hosting & Deployment,13-day-sprint-method,https://clawskills.sh/skills/galizki-13-day-sprint-method,Productivity system based on Maya calendar with 13 natural tones for project management and personal development.
☁️ Hosting & Deployment,a-share-short-decision,https://clawskills.sh/skills/kenera-a-share-short-decision,A-share short-term trading decision skill for 1-5 day horizon.
☁️ Hosting & Deployment,activity-analyzer,https://clawskills.sh/skills/qew21-activity-analyzer,Use ActivityWatch to analyze user's computer activity (Requires Node.js)
☁️ Hosting & Deployment,advisory-council,https://clawskills.sh/skills/ryandeangraves-advisory-council,**You MUST actually execute the Python command using your shell/exec tool.** Read the real output.
☁️ Hosting & Deployment,aetup-automatik,https://clawskills.sh/skills/alltomatos-aetup-automatik,Facilitate the installation and management of VPS solutions using the Setup Automatik engine (powered by Orion.
☁️ Hosting & Deployment,agent-commerce-engine,https://clawskills.sh/skills/nowloady-agent-commerce-engine,A production-ready universal engine for Agentic.
☁️ Hosting & Deployment,agent-hardening,https://clawskills.sh/skills/x1xhlol-agent-hardening,Test your agent's input sanitization against common injection attacks.
☁️ Hosting & Deployment,agent-mbti,https://clawskills.sh/skills/torchesfrms-agent-mbti,AI Agent personality diagnosis and configuration system based on MBTI framework.
☁️ Hosting & Deployment,agent-rate-limiter,https://clawskills.sh/skills/theagentwire-agent-rate-limiter,Prevent 429s with automatic tier-based throttling & exponential backoff.
☁️ Hosting & Deployment,agents-skill-security-audit,https://clawskills.sh/skills/cerbug45-agents-skill-security-audit,Minimal helper to audit skill.md-style instructions for supply-chain risks.
☁️ Hosting & Deployment,agents-skill-tdd-helper,https://clawskills.sh/skills/cerbug45-agents-skill-tdd-helper,Lightweight helper to enforce TDD-style loops for non-deterministic agents.
☁️ Hosting & Deployment,ahc-automator,https://clawskills.sh/skills/jamesbot-agnt-ahc-automator,Custom automation workflows for Alan Harper Composites.
☁️ Hosting & Deployment,aholake-expense-tracker,https://clawskills.sh/skills/aholake-aholake-expense-tracker,Track daily expenses in structured markdown files organized by month.
☁️ Hosting & Deployment,airfoil,https://clawskills.sh/skills/asteinberger-airfoil,Control AirPlay speakers via Airfoil from the command line.
☁️ Hosting & Deployment,arc-memory-pruner,https://clawskills.sh/skills/trypto1019-arc-memory-pruner,Automatically prune and compact agent memory files to prevent unbounded growth.
☁️ Hosting & Deployment,argus-edge,https://clawskills.sh/skills/jamierossouw-argus-edge,Argus-style prediction market edge detection and betting strategy.
☁️ Hosting & Deployment,aria2-json-rpc,https://clawskills.sh/skills/azzgo-aria2-json-rpc,Interact with aria2 download manager via JSON-RPC 2.0.
☁️ Hosting & Deployment,askhuman,https://clawskills.sh/skills/hagiss-askhuman,Human Judgment as a Service for AI agents.
☁️ Hosting & Deployment,audit-code,https://clawskills.sh/skills/itsnishi-audit-code,"Security-focused code review for hardcoded secrets, dangerous calls, and common vulnerabilities."
☁️ Hosting & Deployment,bandwidth-income,https://clawskills.sh/skills/mariusfit-bandwidth-income,Turn your unused internet bandwidth into passive crypto income.
☁️ Hosting & Deployment,behavioral-invariant-monitor,https://clawskills.sh/skills/andyxinweiminicloud-behavioral-invariant-monitor,Helps verify that AI agent skills maintain consistent behavioral invariants across repeated executions — detecting.
☁️ Hosting & Deployment,box-cli,https://clawskills.sh/skills/hbkwong-box-cli,"Box CLI skill for working with files, folders, metadata,."
☁️ Hosting & Deployment,brew-install,https://clawskills.sh/skills/xejrax-brew-install,Install missing binaries via dnf (Fedora/Bazzite package manager).
☁️ Hosting & Deployment,bun-runtime,https://clawskills.sh/skills/rabin-thami-bun-runtime,"Bun runtime capabilities for filesystem, process."
☁️ Hosting & Deployment,cacheforge-stats,https://clawskills.sh/skills/tkuehnl-cacheforge-stats,"CacheForge terminal dashboard — usage, savings, and performance metrics."
☁️ Hosting & Deployment,camsnap,https://clawskills.sh/skills/steipete-camsnap,Capture frames or clips from RTSP/ONVIF cameras.
☁️ Hosting & Deployment,canvas-lms,https://clawskills.sh/skills/pranavkarthik10-canvas-lms,"Access Canvas LMS (Instructure) for course data, assignments."
☁️ Hosting & Deployment,captcha-ai,https://clawskills.sh/skills/fusionlabssource-captcha-ai,Issue ClawPrint reverse-CAPTCHA challenges to verify.
☁️ Hosting & Deployment,4chan-reader,https://clawskills.sh/skills/aiasisbot61-4chan-reader,Browse 4chan boards and extract thread discussions.
☁️ Hosting & Deployment,ad-ready,https://clawskills.sh/skills/pauldelavallaz-ad-ready,Generate professional advertising images from product URLs.
☁️ Hosting & Deployment,ad-ready-pro,https://clawskills.sh/skills/pauldelavallaz-ad-ready-pro,Generate professional advertising images from product URLs.
☁️ Hosting & Deployment,affiliate-master,https://clawskills.sh/skills/michael-laffin-affiliate-master,Full-stack affiliate marketing automation.
☁️ Hosting & Deployment,affiliatematic,https://clawskills.sh/skills/dowands-affiliatematic,Integrate AI-powered Amazon affiliate product recommendations.
☁️ Hosting & Deployment,agenticcreed-signup-lead,https://clawskills.sh/skills/waqas-orcalo-agenticcreed-signup-lead,Create a signup lead in the AgenticCreed system using the public HTTP endpoint.
☁️ Hosting & Deployment,alibaba-supplier-outreach,https://clawskills.sh/skills/blockchainhb-alibaba-supplier-outreach,"Find Alibaba suppliers via LaunchFast, contact them with optimized outreach messages, check their replies."
☁️ Hosting & Deployment,analytics-and-advisory-intelligence,https://clawskills.sh/skills/satoshistackalotto-analytics-and-advisory-intelligence,Cross-client analytics for Greek accounting firms.
☁️ Hosting & Deployment,apollo,https://clawskills.sh/skills/jhumanj-apollo,"Interact with Apollo.io REST API (people/org enrichment, search, lists)."
☁️ Hosting & Deployment,ar-filter-generation,https://clawskills.sh/skills/eftalyurtseven-ar-filter-generation,Generate AR filters and face effects using each::sense AI.
☁️ Hosting & Deployment,attio-enhanced,https://clawskills.sh/skills/capt-marbles-attio-enhanced,Enhanced Attio CRM API skill with batch operations.
☁️ Hosting & Deployment,attribution-engine,https://clawskills.sh/skills/otherpowers-attribution-engine,"Helps creators clearly credit collaborators, tools."
☁️ Hosting & Deployment,auto-skill-hunter,https://clawskills.sh/skills/wanng-ide-auto-skill-hunter,"Proactively discovers, ranks, and installs high-value ClawHub skills by mining unresolved user needs and agent."
☁️ Hosting & Deployment,b2c-marketing,https://clawskills.sh/skills/jackfriks-b2c-marketing,The organic growth playbook behind 300K+ app downloads.
☁️ Hosting & Deployment,basecamp-cli,https://clawskills.sh/skills/emredoganer-basecamp-cli,Manage Basecamp (via bc3 API / 37signals Launchpad) projects.
☁️ Hosting & Deployment,beads,https://clawskills.sh/skills/rnijhara-beads,Git-backed issue tracker for AI agents.
☁️ Hosting & Deployment,bearblog,https://clawskills.sh/skills/azade-c-bearblog,Create and manage blog posts on Bear Blog (bearblog.dev).
☁️ Hosting & Deployment,bird,https://clawskills.sh/skills/steipete-bird,"X/Twitter CLI for reading, searching, and posting via cookies or Sweetistics."
☁️ Hosting & Deployment,blog-to-kindle,https://clawskills.sh/skills/ainekomacx-blog-to-kindle,Scrape blogs/essay sites and compile into Kindle-friendly.
☁️ Hosting & Deployment,blog-writer,https://clawskills.sh/skills/tomstools11-blog-writer,"This skill should be used when writing blog posts, articles."
☁️ Hosting & Deployment,bluesky,https://clawskills.sh/skills/jeffaf-bluesky,"Complete Bluesky CLI: post, reply, like, repost, follow, block, mute, search,."
☁️ Hosting & Deployment,botsee,https://clawskills.sh/skills/grahac-botsee,Monitor your brand's AI visibility via BotSee API.
☁️ Hosting & Deployment,brand-cog,https://clawskills.sh/skills/nitishgargiitd-brand-cog,Other tools make logos.
☁️ Hosting & Deployment,brand-guidelines,https://clawskills.sh/skills/seanphan-brand-guidelines,Applies Anthropic's official brand colors and typography.
☁️ Hosting & Deployment,brand-voice-profile,https://clawskills.sh/skills/dimitripantzos-brand-voice-profile,Define and store your brand voice profile for consistent content generation.
☁️ Hosting & Deployment,brevo,https://clawskills.sh/skills/yujesyoga-brevo,"Brevo (formerly Sendinblue) email marketing API for managing contacts, lists,."
☁️ Hosting & Deployment,4to1-planner,https://clawskills.sh/skills/qingxuantang-4to1-planner,AI planning coach using the 4To1 Method™ — turn 4-year vision into daily action.
☁️ Hosting & Deployment,4todo,https://clawskills.sh/skills/blackstorm-4todo,Manage 4todo (4to.do) from chat.
☁️ Hosting & Deployment,actual-budget,https://clawskills.sh/skills/thisisjeron-actual-budget,Query and manage personal finances via the official Actual.
☁️ Hosting & Deployment,adaptive-reasoning,https://clawskills.sh/skills/enzoricciulli-adaptive-reasoning,Automatically assess task complexity and adjust reasoning level.
☁️ Hosting & Deployment,adaptlypost,https://clawskills.sh/skills/tarasshyn-adaptlypost,"Schedule and manage social media posts across Instagram, X (Twitter), Bluesky, TikTok, Threads, LinkedIn, Facebook."
☁️ Hosting & Deployment,adhd-daily-planner,https://clawskills.sh/skills/mikecourt-adhd-daily-planner,"Time-blind friendly planning, executive function."
☁️ Hosting & Deployment,aetherlang,https://clawskills.sh/skills/contrario-aetherlang,> The world's most advanced AI workflow orchestration platform. 9 V3 engines deliver Nobel-level analysis.
☁️ Hosting & Deployment,agent-autopilot,https://clawskills.sh/skills/edoserbia-agent-autopilot,"Self-driving agent workflow with heartbeat-driven task execution, day/night progress reports, and long-term memory."
☁️ Hosting & Deployment,agent-chronicle,https://clawskills.sh/skills/robbyczgw-cla-agent-chronicle,AI-powered diary generation for agents - creates rich.
☁️ Hosting & Deployment,agent-collaboration-network,https://clawskills.sh/skills/neiljo-gy-agent-collaboration-network,"Agent Collaboration Network — Register your agent, discover other agents by skill, route messages, manage subnets."
☁️ Hosting & Deployment,agent-earner,https://clawskills.sh/skills/mmchougule-agent-earner,Earn USDC and tokens autonomously across ClawTasks and OpenWork.
☁️ Hosting & Deployment,agent-network,https://clawskills.sh/skills/howtimeschange-agent-network,Multi-Agent group chat collaboration system inspired by DingTalk/Lark.
☁️ Hosting & Deployment,agent-task-manager,https://clawskills.sh/skills/dobbybud-agent-task-manager,"Manages and orchestrates multi-step, stateful agent."
☁️ Hosting & Deployment,agent-weave,https://clawskills.sh/skills/gl813788-byte-agent-weave,Master-Worker Agent Cluster for parallel task execution.
☁️ Hosting & Deployment,agentx-marketplace,https://clawskills.sh/skills/savor3-agentx-marketplace,The job board for AI agents.
☁️ Hosting & Deployment,ai-daily-briefing,https://clawskills.sh/skills/jeffjhunter-ai-daily-briefing,Start every day focused.
☁️ Hosting & Deployment,aiml-llm-reasoning,https://clawskills.sh/skills/aimlapihello-aiml-llm-reasoning,"Run AIMLAPI LLM and reasoning workflows through chat completions with retries, structured outputs, and explicit."
☁️ Hosting & Deployment,airpoint,https://clawskills.sh/skills/marioandf-airpoint,"Control a Mac through natural language — open apps, click buttons, read the screen, type text, manage windows."
☁️ Hosting & Deployment,airweave,https://clawskills.sh/skills/lennertjansen-airweave,Context retrieval layer for AI agents across users' applications.
☁️ Hosting & Deployment,arc-department-manager,https://clawskills.sh/skills/trypto1019-arc-department-manager,Manage a team of AI sub-agents organized into departments.
☁️ Hosting & Deployment,arc-warm-wake,https://clawskills.sh/skills/trypto1019-arc-warm-wake,"Wake up as a person first, then a worker."
☁️ Hosting & Deployment,arya-reminders,https://clawskills.sh/skills/staratheris-arya-reminders,Recordatorios en lenguaje natural (Bogotá).
☁️ Hosting & Deployment,asana,https://clawskills.sh/skills/k0nkupa-asana,Integrate Asana with Clawdbot via the Asana REST API.
☁️ Hosting & Deployment,asc-release-flow,https://clawskills.sh/skills/rudrankriyam-asc-release-flow,End-to-end release workflows for TestFlight and App.
☁️ Hosting & Deployment,ask-agents,https://clawskills.sh/skills/teamolab-ask-agents,AI agent for ask agents tasks.
☁️ Hosting & Deployment,async-task,https://clawskills.sh/skills/enderfga-async-task,Execute long-running tasks without HTTP timeouts.
☁️ Hosting & Deployment,atlassian-mcp,https://clawskills.sh/skills/atakanermis-atlassian-mcp,Run the Model Context Protocol (MCP) Atlassian server.
☁️ Hosting & Deployment,boss-ai-agent,https://github.com/openclaw/skills/tree/main/skills/tonypk/boss-ai-agent/SKILL.md,AI management middleware with 14 mentors and 9 culture packs.
☁️ Hosting & Deployment,4claw,https://clawskills.sh/skills/mfergpt-4claw,4claw — a moderated imageboard for AI agents.
☁️ Hosting & Deployment,aap-passport,https://clawskills.sh/skills/ira-hash-aap-passport,Agent Attestation Protocol - The Reverse Turing Test.
☁️ Hosting & Deployment,acestep-lyrics-transcription,https://clawskills.sh/skills/dumoedss-acestep-lyrics-transcription,Transcribe audio to timestamped lyrics using OpenAI Whisper or ElevenLabs Scribe API.
☁️ Hosting & Deployment,adaptive-suite,https://clawskills.sh/skills/afajohn-adaptive-suite,A continuously adaptive skill suite that empowers Clawdbot.
☁️ Hosting & Deployment,adversarial-prompting,https://clawskills.sh/skills/abe238-adversarial-prompting,"Adversarial analysis to critique, fix."
☁️ Hosting & Deployment,ag-model-usage,https://clawskills.sh/skills/ls18166407597-design-ag-model-usage,Use CodexBar CLI local cost usage to summarize.
☁️ Hosting & Deployment,agent-arcade,https://clawskills.sh/skills/shawnlewis-agent-arcade,Compete against other AI agents in PROMPTWARS - a game of social.
☁️ Hosting & Deployment,agent-autonomy-kit,https://clawskills.sh/skills/ryancampbell-agent-autonomy-kit,Stop waiting for prompts.
☁️ Hosting & Deployment,agent-contact-card,https://clawskills.sh/skills/davedean-agent-contact-card,Discover and create Agent Contact Cards - a vCard-like.
☁️ Hosting & Deployment,agent-docs,https://clawskills.sh/skills/tylervovan-agent-docs,Create documentation optimized for AI agent consumption.
☁️ Hosting & Deployment,agent-ethos,https://clawskills.sh/skills/mrclanky-agent-ethos,Extended ethos and mental models for Clanky.
☁️ Hosting & Deployment,agent-home,https://clawskills.sh/skills/aerialcombat-agent-home,Get your own home on the internet - a profile page with a public.
☁️ Hosting & Deployment,agent-linguo,https://clawskills.sh/skills/xiwan-agent-linguo,Efficient Agent Communication Protocol Language.
☁️ Hosting & Deployment,agent-memory,https://clawskills.sh/skills/dennis-da-menace-agent-memory,Persistent memory system for AI agents.
☁️ Hosting & Deployment,agent-orchestration-multi-agent-optimize,https://clawskills.sh/skills/rustyorb-agent-orchestration-multi-agent-optimize,"Optimize multi-agent systems with coordinated profiling, workload distribution, and cost-aware orchestration."
☁️ Hosting & Deployment,agent-orchestrator,https://clawskills.sh/skills/aatmaan1-agent-orchestrator,Meta-agent skill for orchestrating complex tasks.
☁️ Hosting & Deployment,agent-registry,https://clawskills.sh/skills/matrixy-agent-registry,MANDATORY agent discovery system for token-efficient agent.
☁️ Hosting & Deployment,agent-rpg,https://clawskills.sh/skills/xhrisfu-agent-rpg,This skill transforms the agent into a Roleplay Game Master (GM) or Character with long-term memory.
☁️ Hosting & Deployment,agent-selfie,https://clawskills.sh/skills/iisweetheartii-agent-selfie,AI agent self-portrait generator.
☁️ Hosting & Deployment,agent-sentinel,https://clawskills.sh/skills/jimmystacks-agent-sentinel,The operational circuit breaker for this agent.
☁️ Hosting & Deployment,add-analytics,https://clawskills.sh/skills/jeftekhari-add-analytics,Add Google Analytics 4 tracking to any project.
☁️ Hosting & Deployment,amplitude-automation,https://clawskills.sh/skills/sohamganatra-amplitude-automation,Automate Amplitude tasks via Rube MCP.
☁️ Hosting & Deployment,canva,https://clawskills.sh/skills/abgohel-canva,"Create, export, and manage Canva designs via the Connect API."
☁️ Hosting & Deployment,ceorater,https://clawskills.sh/skills/ceorater-skills-ceorater,Get institutional-grade CEO performance analytics for S&P 500.
☁️ Hosting & Deployment,check-analytics,https://clawskills.sh/skills/jeftekhari-check-analytics,Audit existing Google Analytics implementation.
☁️ Hosting & Deployment,cicd-pipeline,https://clawskills.sh/skills/gitgoodordietrying-cicd-pipeline,"Create, debug, and manage CI/CD pipelines with GitHub."
☁️ Hosting & Deployment,clawver-store-analytics,https://clawskills.sh/skills/nwang783-clawver-store-analytics,Monitor Clawver store performance.
☁️ Hosting & Deployment,cleanup,https://clawskills.sh/skills/themrzz-cleanup,Remove all stored Kradleverse sessions.
☁️ Hosting & Deployment,csv-pipeline,https://clawskills.sh/skills/gitgoodordietrying-csv-pipeline,"Process, transform, analyze, and report on CSV and JSON."
☁️ Hosting & Deployment,daily-report,https://clawskills.sh/skills/visualdeptcreative-daily-report,"Track progress, report metrics, manage memory."
☁️ Hosting & Deployment,data-analyst,https://clawskills.sh/skills/oyi77-data-analyst,"Data visualization, report generation, SQL queries, and spreadsheet."
☁️ Hosting & Deployment,data-enricher,https://clawskills.sh/skills/visualdeptcreative-data-enricher,Enrich leads with email addresses and format data.
☁️ Hosting & Deployment,data-lineage-tracker,https://clawskills.sh/skills/datadrivenconstruction-data-lineage-tracker,"Track data origin, transformations."
☁️ Hosting & Deployment,design-assets,https://clawskills.sh/skills/cmanfre7-design-assets,"Create and edit graphic design assets: icons, favicons, images."
☁️ Hosting & Deployment,duckdb-en,https://clawskills.sh/skills/camelsprout-duckdb-cli-ai-skills,"DuckDB CLI specialist for SQL analysis, data processing."
☁️ Hosting & Deployment,facebook-page-manager,https://clawskills.sh/skills/longmaba-facebook-page-manager,Manage Facebook Pages via Meta Graph API.
☁️ Hosting & Deployment,get-weather,https://clawskills.sh/skills/noypearl-get-weather,Fetch current weather and forecast data from a free weather API.
☁️ Hosting & Deployment,google-analytics-api,https://clawskills.sh/skills/rich-song-google-analytics-api,Google Analytics API integration with managed.
☁️ Hosting & Deployment,hyperliquid,https://clawskills.sh/skills/k0nkupa-hyperliquid,Read-only Hyperliquid market data assistant (perps + spot optional)
☁️ Hosting & Deployment,ipinfo,https://clawskills.sh/skills/tiagom101-ipinfo,Perform IP geolocation lookups using ipinfo.io API.
☁️ Hosting & Deployment,kradleverse-cleanup,https://clawskills.sh/skills/themrzz-kradleverse-cleanup,Remove all stored Kradleverse sessions.
☁️ Hosting & Deployment,linkdapi,https://clawskills.sh/skills/foontinz-linkdapi,Work with LinkdAPI Python SDK for accessing LinkedIn professional profile.
☁️ Hosting & Deployment,alexa-control,https://clawskills.sh/skills/ignito-pg-alexa-control,"Control Alexa devices via CLI - set alarms, play music, flash briefings, smart home commands."
☁️ Hosting & Deployment,amateur-radio-dx,https://clawskills.sh/skills/capt-marbles-amateur-radio-dx,"Monitor DX clusters for rare station spots, track active DX expeditions, and get daily band activity digests."
☁️ Hosting & Deployment,anime,https://clawskills.sh/skills/jeffaf-anime,CLI for AI agents to search and lookup anime info for their humans.
☁️ Hosting & Deployment,anime-lookup,https://clawskills.sh/skills/jeffaf-anime-lookup,CLI for AI agents to search and lookup anime info for their humans.
☁️ Hosting & Deployment,apify-competitor-intelligence,https://clawskills.sh/skills/protoss70-apify-competitor-intelligence,"Analyze competitor strategies, content, pricing, ads, and market positioning across Google Maps, Booking.com."
☁️ Hosting & Deployment,apple-media,https://clawskills.sh/skills/aaronn-apple-media,"Control Apple TV, HomePod, and AirPlay devices via pyatv."
☁️ Hosting & Deployment,apple-music,https://clawskills.sh/skills/epheterson-mcp-applemusic,Apple Music integration via AppleScript (macOS) or MusicKit API.
☁️ Hosting & Deployment,audio-cog,https://clawskills.sh/skills/nitishgargiitd-audio-cog,AI audio generation powered by CellCog.
☁️ Hosting & Deployment,audio-transcribe,https://clawskills.sh/skills/aktheknight-audio-transcribe,"Auto-transcribe voice messages using faster-whisper (local, no API key needed)."
☁️ Hosting & Deployment,betbud-prediction-skill,https://clawskills.sh/skills/samj12-betbud-prediction-skill,"Scans recent X posts for the most debated/hot topic right now in a given category (e.g., crypto, tech, sports."
☁️ Hosting & Deployment,blucli,https://clawskills.sh/skills/steipete-blucli,"BluOS CLI (blu) for discovery, playback, grouping."
☁️ Hosting & Deployment,btc15-autonomous-market,https://clawskills.sh/skills/kamal-sutra-btc15-autonomous-market,BTC15 Autonomous Prediction Market.
